,iata_code,type,name,latitude_deg,longitude_deg,elevation_ft,region_name,local_region
586,EMP,small_airport,Emporia Municipal Airport,38.3320999146,-96.19120025630001,1208,Kansas,KS
587,LSN,small_airport,Los Banos Municipal Airport,37.06290054,-120.8690033,121,California,CA
588,ODC,small_airport,Oakdale Airport,37.75630188,-120.8000031,237,California,CA
589,PYM,small_airport,Plymouth Municipal Airport,41.909,-70.728798,148,Massachusetts,MA
590,DUJ,medium_airport,DuBois Regional Airport,41.17829895,-78.8986969,1817,Pennsylvania,PA
591,IRK,medium_airport,Kirksville Regional Airport,40.09349822998047,-92.5448989868164,966,Missouri,MO
592,MCN,medium_airport,Middle Georgia Regional Airport,32.69279861450195,-83.64920043945312,354,Georgia,GA
593,EWN,medium_airport,Coastal Carolina Regional Airport,35.0730018616,-77.04290008539999,18,North Carolina,NC
594,PBG,medium_airport,Plattsburgh International Airport,44.650901794433594,-73.46810150146484,234,New York,NY
595,BFF,medium_airport,Western Neb. Rgnl/William B. Heilig Airport,41.87400055,-103.5960007,3967,Nebraska,NE
596,SIT,medium_airport,Sitka Rocky Gutierrez Airport,57.04710006713867,-135.36199951171875,21,Alaska,AK
597,HUF,medium_airport,"Terre Haute Regional Airport, Hulman Field",39.4515,-87.307602,589,Indiana,IN
598,JXN,medium_airport,Jackson County Airport/Reynolds Field,42.260509,-84.463019,1001,Michigan,MI
599,TPL,medium_airport,Draughon Miller Central Texas Regional Airport,31.15250015258789,-97.40779876708984,682,Texas,TX
600,MYV,medium_airport,Yuba County Airport,39.09780121,-121.5699997,64,California,CA
601,BFM,medium_airport,Mobile Downtown Airport,30.626800537100003,-88.06809997559999,26,Alabama,AL
602,SCH,medium_airport,Schenectady County Airport,42.852500915527,-73.928901672363,378,New York,NY
603,VPZ,medium_airport,Porter County Municipal Airport,41.45399857,-87.00710297,770,Indiana,IN
604,DRT,medium_airport,Del Rio International Airport,29.3742008209,-100.927001953,1002,Texas,TX
605,GLD,medium_airport,Goodland Municipal Airport,39.370701,-101.699753,3656,Kansas,KS
606,HYS,medium_airport,Hays Regional Airport,38.84220123,-99.27320099,1999,Kansas,KS
607,HTV,medium_airport,Huntsville Regional Airport,30.7469005585,-95.5871963501,363,Texas,TX
608,ISO,medium_airport,Kinston Regional Jetport At Stallings Field,35.331401825,-77.60880279540001,93,North Carolina,NC
609,LFK,medium_airport,Angelina County Airport,31.2339992523,-94.75,296,Texas,TX
610,ONP,medium_airport,Newport Municipal Airport,44.580399,-124.057999,160,Oregon,OR
611,PRX,medium_airport,Cox Field,33.636600494385,-95.450798034668,547,Texas,TX
612,AMW,small_airport,Ames Municipal Airport,41.992001,-93.621803,956,Iowa,IA
613,GYR,small_airport,Phoenix Goodyear Airport,33.4225006104,-112.375999451,968,Arizona,AZ
614,GVT,small_airport,Majors Airport,33.0677986145,-96.0652999878,535,Texas,TX
615,IWS,small_airport,West Houston Airport,29.818199,-95.6726,111,Texas,TX
616,UNU,small_airport,Dodge County Airport,43.42660141,-88.70320129,934,Wisconsin,WI
617,COI,small_airport,Merritt Island Airport,28.341600418099997,-80.6855010986,6,Florida,FL
618,NPT,small_airport,Newport State Airport,41.532398,-71.281502,172,Rhode Island,RI
619,OVE,small_airport,Oroville Municipal Airport,39.487800598145,-121.62200164795,192,California,CA
620,RKP,small_airport,Aransas County Airport,28.0867996216,-97.0446014404,24,Texas,TX
621,SEP,small_airport,Stephenville Clark Regional Airport,32.215302,-98.177696,1321,Texas,TX
622,WGO,small_airport,Winchester Regional Airport,39.14350128,-78.14440155,726,Virginia,VA
623,BTM,medium_airport,Bert Mooney Airport,45.95479965209961,-112.49700164794922,5550,Montana,MT
624,CEC,medium_airport,Jack Mc Namara Field Airport,41.78020096,-124.2369995,61,California,CA
625,MKL,medium_airport,McKellar-Sipes Regional Airport,35.599899,-88.915604,434,Tennessee,TN
626,PKB,medium_airport,Mid Ohio Valley Regional Airport,39.3451,-81.439201,858,West Virginia,WV
627,VLD,medium_airport,Valdosta Regional Airport,30.782499313354492,-83.27670288085938,203,Georgia,GA
628,ALS,medium_airport,San Luis Valley Regional Airport/Bergman Field,37.434898,-105.866997,7539,Colorado,CO
629,COD,medium_airport,Yellowstone Regional Airport,44.520199,-109.024002,5102,Wyoming,WY
630,VEL,medium_airport,Vernal Regional Airport,40.440899,-109.510002,5278,Utah,UT
631,BTL,medium_airport,Battle Creek Executive Airport at Kellogg Field,42.307301,-85.251503,952,Michigan,MI
632,RIV,medium_airport,March Air Reserve Base,33.880699,-117.259003,1536,California,CA
633,GUP,medium_airport,Gallup Municipal Airport,35.511100769,-108.789001465,6472,New Mexico,NM
634,ALN,medium_airport,St Louis Regional Airport,38.89030075069999,-90.0459976196,544,Illinois,IL
635,CEW,medium_airport,Bob Sikes Airport,30.778799057,-86.522102356,213,Florida,FL
636,NCO,medium_airport,Quonset State Airport,41.597099304199,-71.412101745605,18,Rhode Island,RI
637,EDF,medium_airport,Elmendorf Air Force Base,61.251709,-149.807097,212,Alaska,AK
638,AKC,medium_airport,Akron Executive Airport,41.037498,-81.466904,1067,Ohio,OH
639,DMN,medium_airport,Deming Municipal Airport,32.262298584,-107.721000671,4314,New Mexico,NM
640,LAW,medium_airport,Lawton Fort Sill Regional Airport,34.5676994324,-98.4166030884,1110,Oklahoma,OK
641,LGU,medium_airport,Logan-Cache Airport,41.7911987305,-111.851997375,4457,Utah,UT
642,RMG,medium_airport,Richard B Russell Airport,34.3506011963,-85.15799713130001,644,Georgia,GA
643,RME,medium_airport,Griffiss International Airport,43.23379898,-75.40699768,504,New York,NY
644,BVO,small_airport,Bartlesville Municipal Airport,36.76250076,-96.01119995,711,Oklahoma,OK
645,CTY,small_airport,Cross City Airport,29.6354999542,-83.10479736330001,42,Florida,FL
646,DVN,small_airport,Davenport Municipal Airport,41.610432,-90.589693,751,Iowa,IA
647,MNN,small_airport,Marion Municipal Airport,40.6161994934,-83.06349945070001,993,Ohio,OH
648,OCE,small_airport,Ocean City Municipal Airport,38.310398101807,-75.124000549316,11,Maryland,MD
649,OLV,small_airport,Olive Branch Airport,34.9786987305,-89.78690338130001,402,Mississippi,MS
650,PSF,small_airport,Pittsfield Municipal Airport,42.4268,-73.2929,1188,Massachusetts,MA
651,PTV,small_airport,Porterville Municipal Airport,36.029598236084,-119.06300354004,442,California,CA
652,VCV,small_airport,Southern California Logistics Airport,34.597499847399995,-117.383003235,2885,California,CA
653,GTR,medium_airport,Golden Triangle Regional Airport,33.450298309299995,-88.5914001465,264,Mississippi,MS
654,FFO,medium_airport,Wright-Patterson Air Force Base,39.826099,-84.048302,823,Ohio,OH
655,SUU,medium_airport,Travis Air Force Base,38.262699,-121.927002,62,California,CA
656,FHU,medium_airport,Sierra Vista Municipal Airport / Libby Army Air Field,31.587383,-110.348225,4719,Arizona,AZ
657,LBL,medium_airport,Liberal Mid-America Regional Airport,37.0442009,-100.9599991,2885,Kansas,KS
658,MSS,medium_airport,Massena International Airport Richards Field,44.936157,-74.844304,215,New York,NY
659,SHR,medium_airport,Sheridan County Airport,44.76919937133789,-106.9800033569336,4021,Wyoming,WY
660,VCT,medium_airport,Victoria Regional Airport,28.85260009765625,-96.91850280761719,115,Texas,TX
661,HOB,medium_airport,Lea County Regional Airport,32.6875,-103.217003,3661,New Mexico,NM
662,OAJ,medium_airport,Albert J Ellis Airport,34.829201,-77.612099,94,North Carolina,NC
663,EAT,medium_airport,Pangborn Memorial Airport,47.398899,-120.207001,1249,Washington,WA
664,DLS,medium_airport,Columbia Gorge Regional Airport,45.620979,-121.170777,247,Oregon,OR
665,PGV,medium_airport,Pitt Greenville Airport,35.6352005,-77.38529968,26,North Carolina,NC
666,VQQ,medium_airport,Cecil Airport,30.2187,-81.876701,81,Florida,FL
667,GUC,small_airport,Gunnison Crested Butte Regional Airport,38.536346,-106.928306,7680,Colorado,CO
668,MWA,small_airport,Veterans Airport of Southern Illinois,37.751208,-89.016568,472,Illinois,IL
669,ADT,small_airport,Ada Regional Airport,34.805214,-96.671988,1016,Oklahoma,OK
670,BEH,small_airport,Southwest Michigan Regional Airport,42.128601074200006,-86.4284973145,643,Michigan,MI
671,DTA,small_airport,Delta Municipal Airport,39.3805999756,-112.508003235,4759,Utah,UT
672,FCH,small_airport,Fresno Chandler Executive Airport,36.732399,-119.82,279,California,CA
673,KNT,small_airport,Kennett Memorial Airport,36.2258987427,-90.0365982056,262,Missouri,MO
674,LGC,small_airport,LaGrange Callaway Airport,33.008873,-85.074331,693,Georgia,GA
675,LCQ,small_airport,Lake City Gateway Airport,30.181999,-82.576897,201,Florida,FL
676,LKP,small_airport,Lake Placid Airport,44.2644996643,-73.96189880370001,1747,New York,NY
677,JVI,small_airport,Central Jersey Regional Airport,40.5243988037,-74.59839630130001,86,New Jersey,NJ
678,OAR,small_airport,Marina Municipal Airport,36.68190002,-121.762001,137,California,CA
679,MDD,small_airport,Midland Airpark,32.0364990234,-102.100997925,2803,Texas,TX
680,MSV,small_airport,Sullivan County International Airport,41.701596,-74.794997,1403,New York,NY
681,GCW,small_airport,Grand Canyon West Airport,35.985787,-113.817072,4825,Arizona,AZ
682,SUO,small_airport,Sunriver Airport,43.876301,-121.453003,4164,Oregon,OR
683,TOC,small_airport,Toccoa Airport - R.G. Letourneau Field,34.5938,-83.295799,996,Georgia,GA
684,AYS,small_airport,Waycross Ware County Airport,31.2490997314,-82.39550018310001,142,Georgia,GA
685,EYR,small_airport,Yerington Municipal Airport,39.0041007996,-119.157997131,4378,Nevada,NV
686,DEC,medium_airport,Decatur Airport,39.834598541259766,-88.8656997680664,682,Illinois,IL
687,JBR,medium_airport,Jonesboro Municipal Airport,35.83169937133789,-90.64640045166016,262,Arkansas,AR
688,UIN,medium_airport,Quincy Regional Baldwin Field,39.94269943,-91.19460297,768,Illinois,IL
689,SLK,medium_airport,Adirondack Regional Airport,44.38691,-74.204629,1663,New York,NY
690,EAR,medium_airport,Kearney Regional Airport,40.727001,-99.006798,2131,Nebraska,NE
691,LRU,medium_airport,Las Cruces International Airport,32.289398193359375,-106.9219970703125,4456,New Mexico,NM
692,HQM,medium_airport,Bowerman Airport,46.971199035599994,-123.93699646,18,Washington,WA
693,LOZ,medium_airport,London-Corbin Airport/Magee Field,37.0821990967,-84.08489990230001,1212,Kentucky,KY
694,MIV,medium_airport,Millville Municipal Airport,39.367802,-75.072197,85,New Jersey,NJ
695,NKX,medium_airport,Miramar Marine Corps Air Station - Mitscher Field,32.86840057,-117.1429977,477,California,CA
696,CLU,medium_airport,Columbus Municipal Airport,39.262386,-85.895576,656,Indiana,IN
697,HOM,medium_airport,Homer Airport,59.645599365234375,-151.4770050048828,84,Alaska,AK
698,EKA,medium_airport,Murray Field,40.803398132299996,-124.112998962,7,California,CA
699,KLS,medium_airport,Southwest Washington Regional Airport,46.11800003049999,-122.898002625,20,Washington,WA
700,LAA,medium_airport,Southeast Colorado Regional Airport,38.066407,-102.691373,3706,Colorado,CO
701,MCK,medium_airport,McCook Ben Nelson Regional Airport,40.208016,-100.592651,2583,Nebraska,NE
702,MFH,medium_airport,Mesquite International Airport,36.833105,-114.055928,1978,Nevada,NV
703,BMC,small_airport,Brigham City Regional Airport,41.552399,-112.061996,4229,Utah,UT
704,BUM,small_airport,Butler Memorial Airport,38.2897987366,-94.3401031494,892,Missouri,MO
705,CGE,small_airport,Cambridge Dorchester Airport,38.53929901,-76.03040314,20,Maryland,MD
706,AUZ,small_airport,Aurora Municipal Airport,41.771900177,-88.47570037839999,712,Illinois,IL
707,GAD,small_airport,Northeast Alabama Regional Airport,33.972599,-86.088996,569,Alabama,AL
708,IYK,small_airport,Inyokern Airport,35.65879822,-117.8300018,2457,California,CA
709,MWL,small_airport,Mineral Wells Regional Airport,32.781601,-98.060204,974,Texas,TX
710,PHD,small_airport,Harry Clever Field,40.470901489258,-81.419700622559,894,Ohio,OH
711,MIQ,small_airport,Millard Airport,41.195877,-96.112107,1051,Nebraska,NE
712,ROG,small_airport,Rogers Municipal Airport-Carter Field,36.37229919,-94.10690308,1359,Arkansas,AR
713,SYI,small_airport,Bomar Field Shelbyville Municipal Airport,35.56010056,-86.44249725,801,Tennessee,TN
714,SOW,small_airport,Show Low Regional Airport,34.265049,-110.007084,6415,Arizona,AZ
715,SIK,small_airport,Sikeston Memorial Municipal Airport,36.898899078369,-89.561798095703,315,Missouri,MO
716,WDR,small_airport,Barrow County Airport,33.98289871,-83.66739655,943,Georgia,GA
717,ZPH,small_airport,Zephyrhills Municipal Airport,28.228201,-82.155899,90,Florida,FL
718,CKB,medium_airport,North Central West Virginia Airport,39.2966,-80.228104,1217,West Virginia,WV
719,BRL,medium_airport,Southeast Iowa Regional Airport,40.783199310302734,-91.12550354003906,698,Iowa,IA
720,HRO,medium_airport,Boone County Airport,36.26150131225586,-93.15470123291016,1365,Arkansas,AR
721,JMS,medium_airport,Jamestown Regional Airport,46.92969894,-98.67819977,1500,North Dakota,ND
722,MKK,medium_airport,Molokai Airport,21.152901,-157.095993,454,Hawaii,HI
723,MLS,medium_airport,Miles City Airport - Frank Wiley Field,46.428001,-105.886002,2630,Montana,MT
724,PQI,medium_airport,Presque Isle International Airport,46.688999,-68.0448,534,Maine,ME
725,ALW,medium_airport,Walla Walla Regional Airport,46.09489822,-118.288002,1194,Washington,WA
726,ANB,medium_airport,Anniston Regional Airport,33.5882,-85.8581,612,Alabama,AL
727,LSV,medium_airport,Nellis Air Force Base,36.2361984253,-115.033996582,1870,Nevada,NV
728,MRB,medium_airport,Eastern WV Regional Airport/Shepherd Field,39.40190125,-77.98459625,565,West Virginia,WV
729,ZZV,medium_airport,Zanesville Municipal Airport,39.9444007874,-81.89209747310001,900,Ohio,OH
730,FYV,medium_airport,Drake Field,36.00510025024414,-94.17009735107422,1251,Arkansas,AR
731,BJI,medium_airport,Bemidji Regional Airport,47.50939941,-94.93370056,1391,Minnesota,MN
732,FME,medium_airport,Tipton Airport,39.08539962769999,-76.7593994141,150,Maryland,MD
733,FST,medium_airport,Fort Stockton Pecos County Airport,30.9157009125,-102.916000366,3011,Texas,TX
734,MYL,medium_airport,McCall Municipal Airport,44.88970184,-116.1009979,5024,Idaho,ID
735,MWH,medium_airport,Grant County International Airport,47.20769882,-119.3199997,1189,Washington,WA
736,NZY,medium_airport,North Island Naval Air Station-Halsey Field,32.69919968,-117.2149963,26,California,CA
737,TKA,medium_airport,Talkeetna Airport,62.320499420166,-150.09399414062,358,Alaska,AK
738,HLG,medium_airport,Wheeling Ohio County Airport,40.1749992371,-80.6463012695,1195,West Virginia,WV
739,WMC,medium_airport,Winnemucca Municipal Airport,40.8965988159,-117.805999756,4308,Nevada,NV
740,BNG,small_airport,Banning Municipal Airport,33.922548,-116.850672,2219,California,CA
741,CLW,small_airport,Clearwater Air Park,27.9766998291,-82.7586975098,71,Florida,FL
742,HAO,small_airport,Butler Co Regional Airport - Hogan Field,39.363800048799995,-84.5220031738,633,Ohio,OH
743,AFN,small_airport,Jaffrey Airfield Silver Ranch Airport,42.805099,-72.002998,1040,New Hampshire,NH
744,MZJ,small_airport,Pinal Airpark,32.5106010437,-111.32800293,1893,Arizona,AZ
745,MPO,small_airport,Pocono Mountains Municipal Airport,41.136025,-75.379572,1915,Pennsylvania,PA
746,PEQ,small_airport,Pecos Municipal Airport,31.382400512695,-103.51100158691,2613,Texas,TX
747,PTB,small_airport,Dinwiddie County Airport,37.183799743652,-77.507400512695,193,Virginia,VA
748,TWD,small_airport,Jefferson County International Airport,48.0537986755,-122.810997009,108,Washington,WA
749,PTW,small_airport,Heritage Field,40.239601,-75.556702,309,Pennsylvania,PA
750,PCT,small_airport,Princeton Airport,40.3992004395,-74.6588973999,128,New Jersey,NJ
751,VIH,small_airport,Rolla National Airport,38.1273994446,-91.7695007324,1148,Missouri,MO
752,RBG,small_airport,Roseburg Regional Airport,43.238800048799995,-123.356002808,529,Oregon,OR
753,SBM,small_airport,Sheboygan County Memorial Airport,43.76959991,-87.85140228,755,Wisconsin,WI
754,SPZ,small_airport,Springdale Municipal Airport,36.176399231,-94.1193008423,1353,Arkansas,AR
755,SJN,small_airport,St Johns Industrial Air Park,34.51860046,-109.3789978,5737,Arizona,AZ
756,SBS,small_airport,Steamboat Springs Bob Adams Field,40.5163002,-106.8659973,6882,Colorado,CO
757,TPF,small_airport,Peter O Knight Airport,27.915599822998,-82.44930267334,8,Florida,FL
758,TSP,small_airport,Tehachapi Municipal Airport,35.134998321533,-118.43900299072,4001,California,CA
759,CCB,small_airport,Cable Airport,34.1115989685,-117.68800354,1444,California,CA
760,LNA,small_airport,Palm Beach County Park Airport,26.59300041,-80.08509827,14,Florida,FL
761,CBE,small_airport,Greater Cumberland Regional Airport,39.615398,-78.760902,775,West Virginia,WV
762,BLV,medium_airport,Scott AFB/Midamerica Airport,38.5452,-89.835197,459,Illinois,IL
763,ELD,medium_airport,South Arkansas Regional Airport at Goodwin Field,33.221001,-92.813301,277,Arkansas,AR
764,CMX,medium_airport,Houghton County Memorial Airport,47.168399810791016,-88.48909759521484,1095,Michigan,MI
765,INL,medium_airport,Falls International Airport,48.566200256347656,-93.4030990600586,1185,Minnesota,MN
766,OME,medium_airport,Nome Airport,64.51219940185547,-165.44500732421875,37,Alaska,AK
767,TCM,medium_airport,McChord Air Force Base,47.137699,-122.475998,322,Washington,WA
768,MDH,medium_airport,Southern Illinois Airport,37.778099,-89.251999,411,Illinois,IL
769,CGF,medium_airport,Cuyahoga County Airport,41.5651016235,-81.4863967896,879,Ohio,OH
770,MLC,medium_airport,Mc Alester Regional Airport,34.882401,-95.783501,770,Oklahoma,OK
771,NQA,medium_airport,Millington-Memphis Airport,35.356701,-89.8703,320,Tennessee,TN
772,DNL,medium_airport,Daniel Field,33.4664993286,-82.0393981934,423,Georgia,GA
773,NHZ,medium_airport,Brunswick Executive Airport,43.89220047,-69.93859863,72,Maine,ME
774,DIK,medium_airport,Dickinson Theodore Roosevelt Regional Airport,46.7974014282,-102.802001953,2592,North Dakota,ND
775,ECG,medium_airport,Elizabeth City Regional Airport & Coast Guard Air Station,36.260601,-76.174599,11,North Carolina,NC
776,EVW,medium_airport,Evanston-Uinta County Airport-Burns Field,41.27479935,-111.0350037,7143,Wyoming,WY
777,FKL,medium_airport,Venango Regional Airport,41.3778991699,-79.8603973389,1540,Pennsylvania,PA
778,AHD,small_airport,Ardmore Downtown Executive Airport,34.1469993591,-97.1227035522,844,Oklahoma,OK
779,PLK,small_airport,M. Graham Clark Downtown Airport,36.62590027,-93.22889709,940,Missouri,MO
780,BXK,small_airport,Buckeye Municipal Airport,33.422397,-112.686317,1033,Arizona,AZ
781,LOT,small_airport,Lewis University Airport,41.6072998,-88.09619904,679,Illinois,IL
782,UGN,small_airport,Waukegan National Airport,42.422199249268,-87.867897033691,727,Illinois,IL
783,CPM,small_airport,Compton Woodley Airport,33.8899993896,-118.244003296,97,California,CA
784,GOK,small_airport,Guthrie-Edmond Regional Airport,35.84980011,-97.41560364,1069,Oklahoma,OK
785,HAR,small_airport,Capital City Airport,40.2170982361,-76.85150146480001,347,Pennsylvania,PA
786,HTH,small_airport,Hawthorne Industrial Airport,38.544399,-118.634002,4215,Nevada,NV
787,AIZ,small_airport,Lee C Fine Memorial Airport,38.0960006714,-92.54949951170002,869,Missouri,MO
788,UMZ,small_airport,Mena Intermountain Municipal Airport,34.545399,-94.202698,1080,Arkansas,AR
789,PVW,small_airport,Hale County Airport,34.168098449707,-101.71700286865,3374,Texas,TX
790,RKD,small_airport,Knox County Regional Airport,44.06010056,-69.09919739,56,Maine,ME
791,SAD,small_airport,Safford Regional Airport,32.85480118,-109.6350021,3179,Arizona,AZ
792,SEF,small_airport,Sebring Regional Airport,27.45639992,-81.3423996,62,Florida,FL
793,SEG,small_airport,Penn Valley Airport,40.820598602295,-76.863899230957,450,Pennsylvania,PA
794,PNX,small_airport,North Texas Regional Airport/Perrin Field,33.7141,-96.673698,749,Texas,TX
795,WSH,small_airport,Brookhaven Calabro Airport,40.821899,-72.8694,81,New York,NY
796,TRL,small_airport,Terrell Municipal Airport,32.709201812744,-96.267402648926,474,Texas,TX
797,UES,small_airport,Waukesha County Airport,43.041000366211,-88.237098693848,911,Wisconsin,WI
798,APN,medium_airport,Alpena County Regional Airport,45.0780983,-83.56030273,690,Michigan,MI
799,DDC,medium_airport,Dodge City Regional Airport,37.76340103149414,-99.9655990600586,2594,Kansas,KS
800,DOV,medium_airport,Dover Air Force Base,39.129501,-75.466003,24,Delaware,DE
801,GLH,medium_airport,Mid Delta Regional Airport,33.4828987121582,-90.98560333251953,131,Mississippi,MS
802,GRK,medium_airport,Killeen-Fort Hood Regional Airport / Robert Gray Army Air Field,31.0672,-97.828903,1015,Texas,TX
803,DAN,medium_airport,Danville Regional Airport,36.572899,-79.336098,571,Virginia,VA
804,AXN,medium_airport,Chandler Field,45.866299,-95.394699,1425,Minnesota,MN
805,NUQ,medium_airport,Moffett Federal Airfield,37.4161,-122.049004,32,California,CA
806,LJN,medium_airport,Texas Gulf Coast Regional Airport,29.108601,-95.462097,25,Texas,TX
807,BFP,medium_airport,Beaver County Airport,40.772499,-80.391403,1253,Pennsylvania,PA
808,BYI,medium_airport,Burley Municipal Airport,42.542598724399994,-113.772003174,4150,Idaho,ID
809,RIL,medium_airport,Garfield County Regional Airport,39.526299,-107.726997,5548,Colorado,CO
810,AIK,small_airport,Aiken Regional Airport,33.649399,-81.684998,528,South Carolina,SC
811,TDW,small_airport,Tradewind Airport,35.1698989868,-101.825996399,3649,Texas,TX
812,ANP,small_airport,Lee Airport,38.942902,-76.568398,34,Maryland,MD
813,LEW,small_airport,Auburn Lewiston Municipal Airport,44.048500061,-70.2835006714,288,Maine,ME
814,BCB,small_airport,Virginia Tech Montgomery Executive Airport,37.207599639899996,-80.4077987671,2132,Virginia,VA
815,SOP,small_airport,Moore County Airport,35.237184,-79.389381,455,North Carolina,NC
816,CTH,small_airport,Chester County G O Carlson Airport,39.97900009,-75.8655014,660,Pennsylvania,PA
817,DUA,small_airport,Durant Regional Airport - Eaker Field,33.942299,-96.395057,699,Oklahoma,OK
818,ESC,small_airport,Delta County Airport,45.7226982117,-87.0936965942,609,Michigan,MI
819,FSK,small_airport,Fort Scott Municipal Airport,37.7984008789,-94.7694015503,918,Kansas,KS
820,GBD,small_airport,Great Bend Municipal Airport,38.3442993164,-98.8591995239,1887,Kansas,KS
821,HBK,small_airport,Holbrook Municipal Airport,34.940700531,-110.138000488,5262,Arizona,AZ
822,KIC,small_airport,Mesa Del Rey Airport,36.2280006409,-121.122001648,370,California,CA
823,AOH,small_airport,Lima Allen County Airport,40.706902,-84.026703,975,Ohio,OH
824,MAE,small_airport,Madera Municipal Airport,36.9886016846,-120.111999512,255,California,CA
825,MBY,small_airport,Omar N Bradley Airport,39.464393,-92.428365,867,Missouri,MO
826,NPH,small_airport,J. Randy McKnight Nephi Municipal Airport,39.73681,-111.870063,5022,Utah,UT
827,GMV,small_airport,Monument Valley Airport,37.015868,-110.202031,5192,Utah,UT
828,OWA,small_airport,Owatonna Degner Regional Airport,44.12340164,-93.26059723,1145,Minnesota,MN
829,SVE,small_airport,Susanville Municipal Airport,40.375702,-120.572998,4149,California,CA
830,MJX,small_airport,Ocean County Airport,39.92750168,-74.29239655,82,New Jersey,NJ
831,THA,small_airport,Tullahoma Regional Arpt/Wm Northern Field,35.38010025,-86.24639893,1083,Tennessee,TN
832,TNP,small_airport,Twentynine Palms Airport,34.133901,-115.947347,1888,California,CA
833,CEF,medium_airport,Westover Metropolitan Airport / Westover Air Reserve Base,42.194,-72.534798,241,Massachusetts,MA
834,HIB,medium_airport,Range Regional Airport,47.3866,-92.838997,1354,Minnesota,MN
835,LNY,medium_airport,Lanai Airport,20.785675,-156.951324,1308,Hawaii,HI
836,CIU,medium_airport,Chippewa County International Airport,46.25080108642578,-84.47239685058594,800,Michigan,MI
837,NPA,medium_airport,Naval Air Station Pensacola Forrest Sherman Field,30.352699,-87.318604,28,Florida,FL
838,DMA,medium_airport,Davis Monthan Air Force Base,32.1665000916,-110.883003235,2704,Arizona,AZ
839,DHT,medium_airport,Dalhart Municipal Airport,36.0225982666,-102.54699707,3991,Texas,TX
840,ELY,medium_airport,Ely Airport Yelland Field,39.29970169,-114.8420029,6259,Nevada,NV
841,JCT,medium_airport,Kimble County Airport,30.5112991333,-99.7634963989,1749,Texas,TX
842,LVS,medium_airport,Las Vegas Municipal Airport,35.654202,-105.141998,6877,New Mexico,NM
843,WMH,medium_airport,Ozark Regional Airport,36.3689002991,-92.47049713130001,928,Arkansas,AR
844,BKG,small_airport,Branson Airport,36.532082,-93.200544,1302,Missouri,MO
845,AFO,small_airport,Afton Municipal Airport,42.7112007141,-110.942001343,6221,Wyoming,WY
846,CWI,small_airport,Clinton Municipal Airport,41.8311004639,-90.3291015625,708,Iowa,IA
847,EKX,small_airport,Addington Field / Elizabethtown Regional Airport,37.686001,-85.925003,775,Kentucky,KY
848,EKI,small_airport,Elkhart Municipal Airport,41.7193984985,-86.00319671630001,778,Indiana,IN
849,ELN,small_airport,Bowers Field,47.03300095,-120.5309982,1764,Washington,WA
850,FFT,small_airport,Capital City Airport,38.181698,-84.906764,806,Kentucky,KY
851,FKN,small_airport,Franklin Regional Airport,36.698101,-76.903801,41,Virginia,VA
852,VLE,small_airport,Valle Airport,35.65060043335,-112.14800262451,5999,Arizona,AZ
853,GTP,small_airport,Grants Pass Airport,42.510101,-123.388,1126,Oregon,OR
854,HKS,small_airport,Hawkins Field,32.33449936,-90.22219849,341,Mississippi,MS
855,LDJ,small_airport,Linden Airport,40.617401123,-74.2445983887,23,New Jersey,NJ
856,MFV,small_airport,Accomack County Airport,37.646900177,-75.761100769,47,Virginia,VA
857,BBX,small_airport,Wings Field,40.1375007629,-75.2650985718,302,Pennsylvania,PA
858,ASN,small_airport,Talladega Municipal Airport,33.569900512699995,-86.05090332030001,529,Alabama,AL
859,THV,small_airport,York Airport,39.917,-76.873001,495,Pennsylvania,PA
860,AWM,small_airport,West Memphis Municipal Airport,35.1351013184,-90.2343978882,212,Arkansas,AR
861,KIP,small_airport,Kickapoo Downtown Airport,33.85779953,-98.49040222,1003,Texas,TX
862,LNN,small_airport,Lake County Executive Airport,41.683998,-81.389702,626,Ohio,OH
863,AOO,medium_airport,Altoona Blair County Airport,40.296398,-78.32,1503,Pennsylvania,PA
864,BFD,medium_airport,Bradford Regional Airport,41.8031005859375,-78.64009857177734,2143,Pennsylvania,PA
865,GGW,medium_airport,Wokal Field/Glasgow-Valley County Airport,48.212502,-106.614998,2296,Montana,MT
866,HNM,medium_airport,Hana Airport,20.795601,-156.014008,78,Hawaii,HI
867,JST,medium_airport,John Murtha Johnstown Cambria County Airport,40.31610107421875,-78.83390045166016,2284,Pennsylvania,PA
868,RHI,medium_airport,Rhinelander Oneida County Airport,45.63119888305664,-89.46749877929688,1624,Wisconsin,WI
869,BRW,medium_airport,Wiley Post Will Rogers Memorial Airport,71.285402,-156.766008,44,Alaska,AK
870,YAK,medium_airport,Yakutat Airport,59.508717,-139.660435,33,Alaska,AK
871,RIW,medium_airport,Central Wyoming Regional Airport,43.064201,-108.459999,5525,Wyoming,WY
872,HST,medium_airport,Homestead ARB Airport,25.48859978,-80.38359833,5,Florida,FL
873,JRF,medium_airport,Kalaeloa Airport,21.3074,-158.070009,30,Hawaii,HI
874,ENA,medium_airport,Kenai Municipal Airport,60.57310104370117,-151.2449951171875,99,Alaska,AK
875,PAQ,medium_airport,"Warren ""Bud"" Woods Palmer Municipal Airport",61.594898,-149.08901,242,Alaska,AK
876,HBG,medium_airport,Hattiesburg Bobby L Chain Municipal Airport,31.26479912,-89.25279999,151,Mississippi,MS
